,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N°,Fecha de Verificacion,Número de PERMISO otorgado por la CRE,Número de Estacion,Razón Social,ESTADO,MUNCIPIO,TOTAL DE INSTUMENTOS (MANGUERAS) VERIFICADOS,TOTAL DE INSTUMENTOS (MANGUERAS) INMOVILIZADOS,CAUSAS DE INMOVILIZACION ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirección,Colonia,Código Postal,
3882,6/16/23,PL/3622/EXP/ES/2015,12686,"ESTACIÓN SANTA MARÍA JARDINES, S. A. DE C. V.",HIDALGO,TULANCINGO DE BRAVO,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIÓN SANTA MARÍA JARDINES, S. A. DE C. V.",JARDINES DEL SUR TERCERA SECCION,43660,
3883,6/16/23,PL/1960/EXP/ES/2015,11084,"ESTACIÓN SANTA MARÍA LA JOYA, S. A. DE C. V.",HIDALGO,TULANCINGO DE BRAVO,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIÓN SANTA MARÍA LA JOYA, S. A. DE C. V.",SAN FRANCISCO HUATENGO,43660,
3884,6/18/23,PL/6467/EXP/ES/2015,3201,"VIROGU GASOLINERAS, S. A. DE C. V.",TAMAULIPAS,ALTAMIRA,44,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VIROGU GASOLINERAS, S. A. DE C. V.",LAGUNA DE LA PUERTA,89609,
3885,6/18/23,PL/4618/EXP/ES/2015,10639,"COMBUSTIBLES JASA, S. A. DE C. V.",TAMAULIPAS,TAMPICO,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"COMBUSTIBLES JASA, S. A. DE C. V.",UNIDAD MODELO,89367,
3886,6/16/23,PL/20538/EXP/ES/2017,SN,"GASOLINERA BOQUILLA, S. A. DE C. V.",CHIHUAHUA,CUAUHTÉMOC,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA BOQUILLA, S. A. DE C. V.",INDEPENDENCIA,31530,
3887,6/16/23,PL/3023/EXP/ES/2015,11723,"COMBUSTIBLES TEIKA DEL CORREDOR, S. A. DE C. V.",CHIHUAHUA,CUAUHTÉMOC,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"COMBUSTIBLES TEIKA DEL CORREDOR, S. A. DE C. V.",MENONITA MANITOBA,31607,
3888,6/17/23,PL/3816/EXP/ES/2015,2980,JOHAN THIESSEN NEUFELD,CHIHUAHUA,CUAUHTÉMOC,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOHAN THIESSEN NEUFELD,MANITOBA,31500,
3889,6/18/23,PL/10849/EXP/ES/2015,7761,MARÍA OBDULIA PALMA FIERRO,CHIHUAHUA,CARICHÍ,4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARÍA OBDULIA PALMA FIERRO,S/C,33281,
3890,6/18/23,PL/11261/EXP/ES/2015,9565,"GRUPO CHABOCHI, S. A. DE C. V.",CHIHUAHUA,CARICHÍ,4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRUPO CHABOCHI, S. A. DE C. V.",S/C,33280,
3891,6/16/23,PL/10786/EXP/ES/2015,9375,"SERVICIOS GASOLINEROS ANACELE, S. A. DE C. V.",MORELOS,CUERNAVACA,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS GASOLINEROS ANACELE, S. A. DE C. V.",LOMAS DE LA SELVA NORTE,62145,
3892,6/16/23,PL/13601/EXP/ES/2016,12665,"COMBUSTIBLES CRISAN DEL CENTRO, S. A. DE C. V.",MORELOS,CUERNAVACA,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"COMBUSTIBLES CRISAN DEL CENTRO, S. A. DE C. V.",LOMAS DE ATZINGO,62180,
3893,6/16/23,PL/21676/EXP/ES/2018,13830,"GRUPO ALTERNATIVO DE ESTACIONES DE SERVICIO, S. A. DE C. V.",MORELOS,CUERNAVACA,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRUPO ALTERNATIVO DE ESTACIONES DE SERVICIO, S. A. DE C. V.",LA CAROLINA,62190,
3894,6/17/23,PL/853/EXP/ES/2015,6242,"SÚPER SERVICIO CUMBRE, S. A. DE C. V.",MORELOS,CUERNAVACA,27,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SÚPER SERVICIO CUMBRE, S. A. DE C. V.",ACAPATZINGO,62440,
3895,6/17/23,PL/21038/EXP/ES/2018,13425,"SUPERSERVICIO CARGAGAS, S. A. DE C. V.",MORELOS,CUERNAVACA,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUPERSERVICIO CARGAGAS, S. A. DE C. V.",QUINTANA ROO,62060,
3896,6/18/23,PL/3765/EXP/ES/2015,7419,"SERVICIO CERRITOS, S. A. DE C. V.",MORELOS,CUERNAVACA,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO CERRITOS, S. A. DE C. V.",LOMAS DE LA SELVA,62270,
3897,6/18/23,PL/1445/EXP/ES/2015,6454,"CONSORCIO PLAN, S. A. DE C. V.",MORELOS,CUERNAVACA,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CONSORCIO PLAN, S. A. DE C. V.",JACARANDAS,62309,
3898,6/16/23,PL/5759/EXP/ES/2015,1123,RAQUEL JIMÉNEZ MARTINEZ,ZACATECAS,TABASCO,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RAQUEL JIMÉNEZ MARTINEZ,CENTRO,99630,
3899,6/16/23,PL/5631/EXP/ES/2015,3683,EMILIO RUIZ MENDEZ,ZACATECAS,HUANUSCO,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMILIO RUIZ MENDEZ,SIN COLONIA,99671,
3900,6/16/23,PL/20575/EXP/ES/2017,13265,ALEJANDRO LÓPEZ OROZCO,ZACATECAS,JALPA,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALEJANDRO LÓPEZ OROZCO,SAN ANTONIO,99600,
3901,6/17/23,PL/7934/EXP/ES/2015,8305,ALEJANDRO ESTRADA ESTRADA,ZACATECAS,TLALTENANGO DE SÁNCHEZ ROMÁN,12,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,ALEJANDRO ESTRADA ESTRADA,S/C,99700,
3902,6/17/23,PL/4836/EXP/ES/2015,5376,"SERVICIO SANTA ANITA, S. A. DE C. V.",ZACATECAS,TLALTENANGO DE SÁNCHEZ ROMÁN,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO SANTA ANITA, S. A. DE C. V.",SC,99700,
3903,6/18/23,PL/7936/EXP/ES/2015,3216,ARMIDA ROJAS SERRANO,ZACATECAS,ATOLINGA,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMIDA ROJAS SERRANO,SIN COLONIA,99730,
3904,6/18/23,PL/7935/EXP/ES/2015,11132,ALEJANDRO ESTRADA ESTRADA,ZACATECAS,TLALTENANGO DE SÁNCHEZ ROMÁN,12,6,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,ALEJANDRO ESTRADA ESTRADA,LIBRAMIENTO MUNICIPIO LIBRE,99700,
3905,6/16/23,PL/5284/EXP/ES/2015,945,"SERVICIO ALISAS, S. A. DE C. V.",MEXICO,LERMA,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO ALISAS, S. A. DE C. V.",CENTRO,52000,
3906,6/16/23,PL/6319/EXP/ES/2015,944,"SERVICIO LECHUGA, S. A. DE C. V.",MEXICO,LERMA,12,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO LECHUGA, S. A. DE C. V.",CENTRO,52000,
3907,6/16/23,PL/1818/EXP/ES/2015,6881,"PROVEEDORA DE COMBUSTIBLES LERMA, S. A. DE C. V.",MEXICO,LERMA,22,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PROVEEDORA DE COMBUSTIBLES LERMA, S. A. DE C. V.",PARQUE INDUSTRIAL LERMA,52000,
3908,6/17/23,PL/3662/EXP/ES/2015,11438,"SERVICIO ALVITE, S. A. DE C. V.",MEXICO,TOLUCA,26,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO ALVITE, S. A. DE C. V.",SANTA MARIA TOTOLTEPEC,50245,
3909,6/17/23,PL/5341/EXP/ES/2015,3653,ANTONIO CARRASCO GARCÍA,MEXICO,METEPEC,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTONIO CARRASCO GARCÍA,SAN JERONIMO CHICAHUALCO,52170,
3910,6/18/23,PL/6757/EXP/ES/2015,12048,"GRUSIJEL, S. A. DE C. V.",MEXICO,TOLUCA,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRUSIJEL, S. A. DE C. V.",SAN MATEO OTZACATIPAN,50220,
3911,6/18/23,PL/1056/EXP/ES/2015,6481,"GASOLINERÍA TOLUCA, S. A. DE C. V.",MEXICO,TOLUCA,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERÍA TOLUCA, S. A. DE C. V.",SAN MATEO OTZACATIPAN,50220,
3912,6/19/23,PL/7418/EXP/ES/2015,11296,"METROGASOLINERAS, S. A. DE C. V.",COAHUILA DE ZARAGOZA,MONCLOVA,15,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"METROGASOLINERAS, S. A. DE C. V.",FRACC. COLINAS DE SANTIAGO,25790,
3913,6/19/23,PL/10243/EXP/ES/2015,4723,"SERVICIO Y REFACCIONES ZAMA, S. A. DE C. V.",COAHUILA DE ZARAGOZA,MONCLOVA,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO Y REFACCIONES ZAMA, S. A. DE C. V.",FRACC FRANCISCO I MADERO,25790,
3914,6/19/23,PL/8449/EXP/ES/2015,2214,LAZALDE SA,COAHUILA DE ZARAGOZA,MONCLOVA,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAZALDE SA,CENTRO,25730,
3915,6/19/23,PL/12599/EXP/ES/2015,3672,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",DURANGO,GÓMEZ PALACIO,22,1,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",FIDEL VELAZQUEZ,35025,
3916,6/19/23,PL/19753/EXP/ES/2016,13261,"GASOLINERA Y SERVICIOS DE LA CRUZ, S. DE R. L. DE C. V.",DURANGO,GÓMEZ PALACIO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA Y SERVICIOS DE LA CRUZ, S. DE R. L. DE C. V.",FRACCIONAMIENTO LA ESPERANZA,35020,
3917,6/19/23,PL/18821/EXP/ES/2016,12840,"GASOLINAS Y LUBRICANTES DEL NORESTE, S. A. DE C. V.",TAMAULIPAS,REYNOSA,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINAS Y LUBRICANTES DEL NORESTE, S. A. DE C. V.",FUENTES SECCION LOMAS,88703,
3918,6/19/23,PL/557/EXP/ES/2015,6156,"PETROMAX, S. A. DE C. V.",TAMAULIPAS,REYNOSA,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PETROMAX, S. A. DE C. V.",CAMPESTRE,88730,
3919,6/19/23,PL/20489/EXP/ES/2017,13334,AMALIA DEL CARMEN OCHOA RAMOS,CHIAPAS,HUITIUPÁN,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMALIA DEL CARMEN OCHOA RAMOS,BARRIO LA PISTA,29710,
3920,6/19/23,PL/2663/EXP/ES/2015,5543,JUAN ÓSCAR LIEVANO NARVAEZ,CHIAPAS,SAN CRISTÓBAL DE LAS CASAS,26,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JUAN ÓSCAR LIEVANO NARVAEZ,BARRIO DE FÁTIMA,29264,
3921,6/19/23,PL/914/EXP/ES/2015,348,"GASOLINERA RODEL, S. A. DE C. V.",CHIAPAS,SAN CRISTÓBAL DE LAS CASAS,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA RODEL, S. A. DE C. V.",CORRAL DE PIEDRA,29299,
3922,6/19/23,PL/7923/EXP/ES/2015,10161,"GASOLINERA KAOZA, S. A. DE C. V.",SINALOA,CULIACÁN,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA KAOZA, S. A. DE C. V.",POBLADO BELLAVISTA,80050,
3923,6/19/23,PL/3010/EXP/ES/2015,11539,"TUGASOLINERA, S. A. DE C. V.",SINALOA,CULIACÁN,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TUGASOLINERA, S. A. DE C. V.",FRACC VALLE ALTO,80050,
3924,6/19/23,PL/4128/EXP/ES/2015,9219,"SERVICIOS DE LOS RIOS, S. A. DE C. V.",SINALOA,CULIACÁN,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS DE LOS RIOS, S. A. DE C. V.",FRACC. VILLAS DEL RIO,80050,
3925,6/19/23,PL/3459/EXP/ES/2015,3425,BARBARA CARRETE RINCON,DURANGO,EL ORO,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BARBARA CARRETE RINCON,S/C,35660,
3926,6/19/23,PL/22142/EXP/ES/2019,SN,"AUTOSERVICIO EL PUEBLITO, S. DE R. L. DE C. V.",DURANGO,INDÉ,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AUTOSERVICIO EL PUEBLITO, S. DE R. L. DE C. V.",S/C,35510,
3927,6/19/23,PL/4476/EXP/ES/2015,7084,PEDRO TOQUERO GUTIERREZ,DURANGO,HIDALGO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEDRO TOQUERO GUTIERREZ,SIN COLONIA,35381,
3928,6/19/23,PL/10974/EXP/ES/2015,9469,"SERVICIO MAPACHAPA, S. A. DE C. V.",VERACRUZ DE IGNACIO DE LA LLAVE,MINATITLÁN,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO MAPACHAPA, S. A. DE C. V.",EJIDO MAPACHAPA,96902,
3929,6/19/23,PL/2976/EXP/ES/2015,577,"ESTACIONES DE SERVICIO AUTO, S. A. DE C. V.",VERACRUZ DE IGNACIO DE LA LLAVE,MINATITLÁN,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIONES DE SERVICIO AUTO, S. A. DE C. V.",CENTRO,96700,
3930,6/19/23,PL/6468/EXP/ES/2015,3103,ROBERTO RAMÍREZ GUZMÁN,OAXACA,MATÍAS ROMERO AVENDAÑO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROBERTO RAMÍREZ GUZMÁN,SIN COLONIA,70312,
3931,6/19/23,PL/22840/EXP/ES/2019,FF,"CORPORACIÓN GASOLINERA MILLENIUM, S. A. DE C. V.",QUERÉTARO,HUIMILPAN,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CORPORACIÓN GASOLINERA MILLENIUM, S. A. DE C. V.",DEL NÚCLEO EJIDAL DENOMINADO LOS MARTÍNEZ Y ANEXOS,76992,
3932,6/19/23,PL/3162/EXP/ES/2015,4068,"GASOLINERA SERVICIO EL TRÉBOL, S. A. DE C. V. DE R. L.",GUANAJUATO,APASEO EL GRANDE,22,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA SERVICIO EL TRÉBOL, S. A. DE C. V. DE R. L.",SIN COLONIA,38160,
3933,6/19/23,PL/1551/EXP/ES/2015,8412,"OLEUM SERVICE, S. A. DE C. V.",GUANAJUATO,CELAYA,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OLEUM SERVICE, S. A. DE C. V.",LA LAJA,38130,
3934,6/19/23,PL/5680/EXP/ES/2015,5882,"GASOLINERA EL CARRIL, S. A. DE C. V.",JALISCO,EL SALTO,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA EL CARRIL, S. A. DE C. V.",URBANA EJIDAL,45680,
3935,6/19/23,PL/7473/EXP/ES/2015,8804,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",JALISCO,TLAJOMULCO DE ZÚÑIGA,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",SAN VICENTE,49999,
3936,6/19/23,PL/9352/EXP/ES/2015,11665,"JORIMAR GASOLINEROS, S. A. DE C. V.",JALISCO,TLAJOMULCO DE ZÚÑIGA,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JORIMAR GASOLINEROS, S. A. DE C. V.",LA ALAMEDA,45640,
3937,6/19/23,PL/8933/EXP/ES/2015,12085,"GASOLINERA LA GRULLITA, S. A. DE C. V.",SONORA,SAN LUIS RÍO COLORADO,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA LA GRULLITA, S. A. DE C. V.",AVIACION,83470,
3938,6/19/23,PL/5598/EXP/ES/2015,11690,"SOL DEL COLORADO, S. A. DE C. V.",SONORA,SAN LUIS RÍO COLORADO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SOL DEL COLORADO, S. A. DE C. V.",FEDERAL,83489,
3939,6/19/23,PL/9289/EXP/ES/2015,12557,"CORPORATIVO EMPRENDEDOR DEL NOROESTE, S. A. DE C. V.",SONORA,SAN LUIS RÍO COLORADO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CORPORATIVO EMPRENDEDOR DEL NOROESTE, S. A. DE C. V.",10 DE ABRIL,83459,
3940,6/19/23,PL/7819/EXP/ES/2015,8549,"SERVICIO DE GASOLINERA TAMAULIPAS, S. A. DE C. V.",TAMAULIPAS,TAMPICO,12,1,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SERVICIO DE GASOLINERA TAMAULIPAS, S. A. DE C. V.",UNIVERSIDAD PONIENTE,89336,
3941,6/19/23,PL/2446/EXP/ES/2015,4698,"SÚPER SERVICIO UNIDAD, S. A. DE C. V.",TAMAULIPAS,CIUDAD MADERO,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SÚPER SERVICIO UNIDAD, S. A. DE C. V.",AMPLIACIÓN UNIDAD NACIONAL,89510,
3942,6/19/23,PL/10099/EXP/ES/2015,9678,"GRUPO GASDE, S. A. DE C. V.",CHIHUAHUA,MEOQUI,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRUPO GASDE, S. A. DE C. V.",GRAL. LAZARO CARDENAS,33131,
3943,6/19/23,PL/9970/EXP/ES/2015,1365,GUILLERMO MARTINEZ MÁRQUEZ,CHIHUAHUA,MEOQUI,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUILLERMO MARTINEZ MÁRQUEZ,CENTRO,33131,
3944,6/19/23,PL/9966/EXP/ES/2015,3271,MANUEL MARTINEZ MÁRQUEZ,CHIHUAHUA,JULIMES,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANUEL MARTINEZ MÁRQUEZ,SAN JOSE,33160,
3945,6/19/23,PL/8571/EXP/ES/2015,12310,"SERVICIO GLORIETA LA LUNA, S. A. DE C. V.",MORELOS,CUERNAVACA,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO GLORIETA LA LUNA, S. A. DE C. V.",CHAPULTEPEC,62399,
3946,6/19/23,PL/23254/EXP/ES/2020,FF,"SERVICIO GASOBAN, S. A. DE C. V.",MORELOS,CUERNAVACA,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO GASOBAN, S. A. DE C. V.",MANANTIALES,62450,
3947,6/19/23,PL/664/EXP/ES/2015,11258,"ESTACIÓN DE SERVICIO CÓRDOBA, S. A. DE C. V.",MORELOS,CUERNAVACA,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIÓN DE SERVICIO CÓRDOBA, S. A. DE C. V.",GRANJAS,62460,
3948,6/19/23,PL/9023/EXP/ES/2015,2897,MARÍA DEL ROSARIO LUNA LUNA,ZACATECAS,MOMAX,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARÍA DEL ROSARIO LUNA LUNA,SUBURBIOS ,99720,
3949,6/19/23,PL/8623/EXP/ES/2015,2492,"SEVICIO TALAMANTES, S. A. DE C. V.",ZACATECAS,TEPECHITLÁN,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SEVICIO TALAMANTES, S. A. DE C. V.",CENTRO,99750,
3950,6/19/23,PL/7393/EXP/ES/2015,7414,"GASOLINERA LARIOS, S. A. DE C. V.",ZACATECAS,TEÚL DE GONZÁLEZ ORTEGA,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA LARIOS, S. A. DE C. V.",CENTRO,99809,
3951,6/19/23,PL/21680/EXP/ES/2018,13440,"LUBRICANTES Y COMBUSTIBLES UNIVERSIDAD, S. A. DE C. V.",MEXICO,LERMA,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LUBRICANTES Y COMBUSTIBLES UNIVERSIDAD, S. A. DE C. V.",SANTA MARIA ATARASQUILLO,52050,
3952,6/19/23,PL/8026/EXP/ES/2015,949,"SERVICIOS LA GUARDESA, S. A. DE C. V.",MEXICO,XONACATLÁN,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS LA GUARDESA, S. A. DE C. V.",INDEPENDENCIA  XONACATLAN,52060,
3953,6/19/23,PL/19418/EXP/ES/2016,12972,"BEBA COMBUSTIBLES, S. A. DE C. V.",MEXICO,OTZOLOTEPEC,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BEBA COMBUSTIBLES, S. A. DE C. V.",LA PROVIDENCIA,52082,
3954,6/20/23,PL/11967/EXP/ES/2015,4474,"GASOLINERA ESTADIO, S. A. DE C. V.",COAHUILA DE ZARAGOZA,MONCLOVA,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA ESTADIO, S. A. DE C. V.",ANAHUAC,25750,
3955,6/20/23,PL/2264/EXP/ES/2015,6012,"ORSAN DEL NORTE, S. A. DE C. V.",COAHUILA DE ZARAGOZA,MONCLOVA,4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ORSAN DEL NORTE, S. A. DE C. V.",ANÁHUAC,25750,
3956,6/20/23,PL/10031/EXP/ES/2015,9474,"AUTO GAS DE MONCLOVA, S. A. DE C. V.",COAHUILA DE ZARAGOZA,MONCLOVA,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AUTO GAS DE MONCLOVA, S. A. DE C. V.",ZONA CENTRO,25700,
